id	prompt	waveId	transcription	recResult	language	meaning	edition	category
ST1-9853	Frag: Suite	9853	a suite	a suite	correct	correct	ST1	A
ST1-9854	Sag: Ich möchte mit Mastercard bezahlen	9854	i would like to pay by mastercard	i would like to pay by mastercard	correct	correct	ST1	A
ST1-9855	Frag: Gibt es ein Fitnessstudio?	9855	is there a gym	is there a gym	correct	correct	ST1	A
ST1-9856	Frag: Wo ist das Fitnessstudio?	9856	where is the gym	where is the gym	correct	correct	ST1	A
ST1-9857	Sag: Mein Badezimmer ist dreckig	9857	my bathroom is dirty	my bathroom is dirty	correct	correct	ST1	A
ST1-9858	Sag: Mein Badezimmer ist dreckig	9858	my bathroom is dirty	my bathroom is dirty	correct	correct	ST1	A
ST1-9859	Frag: Haarföhn	9859	can i have a hairdryer	can i have a hairdryer	correct	correct	ST1	A
ST1-9860	Frag: Haarföhn	9860	hairdryer	hairdryer	incorrect	correct	ST1	A
ST1-9861	Frag: Haarföhn	9861	can you give me a hairdryer	can you give me a hairdryer	correct	correct	ST1	A
ST1-9862	Sag: Ich habe keine Reservation	9862	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9863	Sag: Ich habe keine Reservation	9863	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9864	Frag: einen Tee	9864	i would like to have a tea	i would like to have a tea	correct	correct	ST1	A
ST1-9865	Frag: ein Steak	9865	i would like the steak	i would like the steak	correct	correct	ST1	A
ST1-9866	Frag: 2 Tickets nach London	9866	i would like two tickets to london	i would like two tickets to london	correct	correct	ST1	A
ST1-9867	Sag: Ich möchte um 18 Uhr morgen abreisen	9867	i would like to leave at six o'clock tomorrow	i would like to leave at six o'clock tomorrow	correct	correct	ST1	A
ST1-9868	Sag: Ich heisse Barbara	9868	my name is barbara	my name is barbara	correct	correct	ST1	A
ST1-9869	Sag: Ich bin aus Irland	9869	my nationality is irland*v	my nationality is bern	incorrect	correct	ST1	A
ST1-9870	Sag: Ich bin aus Irland	9870	i'm from irland*z	i'm from ireland	correct	correct	ST1	A
ST1-9871	Sag: Ich bin aus Irland	9871	i am from ireland	i am from ireland	correct	correct	ST1	A
ST1-9872	Frag: ein Ticket nach Westminster	9872	i would like a ticket to westminster	i would like a ticket to westminster	correct	correct	ST1	A
ST1-9873	Sag: Ich möchte mit Postkarte bezahlen	9873	i would like to pay with post card	i would like to pay with post card	correct	correct	ST1	A
ST1-9874	Sag: Ich möchte mit Dollars bezahlen	9874	i would like to pay with dollars	i would like to pay with dollars	correct	correct	ST1	A
ST1-9875	Sag: Ich habe kleinere Note	9875	i have smaller notes	i have smaller notes	correct	correct	ST1	A
ST1-9876	Frag: ein Ticket nach Westminster	9876	i would like a ticket to westminster*z	i would like a ticket to westminster	correct	correct	ST1	A
ST1-9877	Sag: Ich möchte mit Mastercard bezahlen	9877	i would like to pay by master card	i would like to pay by mastercard	correct	correct	ST1	A
ST1-9878	Sag: Ich heisse Erica	9878	my name is erica	my name is erica	correct	correct	ST1	A
ST1-9879	Sag: Ich bin aus Deutschland	9879	i am from germany	i am from germany	correct	correct	ST1	A
ST1-9880	Sag: Deutschland ist nicht in Afrika	9880	germany is not in africa	germany is not in africa	correct	correct	ST1	A
ST1-9881	Sag: Deutschland ist in Europa	9881	germany is in europe*z	germany is in europe	correct	correct	ST1	A
ST1-9882	Sag: Das ist okay	9882	that's okay	that's okay	correct	correct	ST1	A
ST1-9883	Sag: Das ist okay	9883	this is okay	this is okay	correct	correct	ST1	A
ST1-9884	Sag: Das ist okay	9884	you are okay	you are okay	incorrect	incorrect	ST1	A
ST1-9885	Sag: Die Hauptstadt von Deutschland ist Berlin	9885	the capital*z of germany is berlin*z	the capital of germany is berlin	correct	correct	ST1	A
ST1-9886	Sag: Ich habe 3 ältere Schwestern	9886	i have three older sisters	i have three older sisters	correct	correct	ST1	A
ST1-9887	Sag: Ich gehe in die Ferien	9887	i am going on holidays*z	i am going on holidays	incorrect	incorrect	ST1	A
ST1-9888	Sag: Dies ist mein Pass	9888	this is my passport	this is my passport	correct	correct	ST1	A
ST1-9889	Sag: Dies ist mein Pass	9889	this is my passport	this is my passport	correct	correct	ST1	A
ST1-9890	Frag: Zimmer für 6 Nächte	9890	i would like a room for six nights	i would like a room for six nights	correct	correct	ST1	A
ST1-9891	Sag: Ich habe keine Reservation	9891	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9892	Sag: Ich habe keine Reservation	9892	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9893	Sag: Ich habe keine Reservation	9893	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9894	Sag: Ich habe keine Reservation	9894	i have no reservation	i have no reservation	correct	correct	ST1	A
ST1-9895	Frag: Zimmer für 6 Nächte	9895	a room for six nights	a room for six nights	correct	correct	ST1	A
ST1-9898	Sag: Ich möchte mit Mastercard bezahlen	9898	i would like to pay with master card	i would like to pay with mastercard	correct	correct	ST1	A
ST1-9899	Frag: Gibt es ein Fitnessstudio?	9899	is there a gym	is there a gym	correct	correct	ST1	A
ST1-9900	Frag: Zimmer für 5 Nächte	9900	a room for five nights	a room for five nights	correct	correct	ST1	A
ST1-9901	Frag: Junior Suite	9901	a junior suite	a junior suite	correct	correct	ST1	A
ST1-9902	Sag: Ich möchte mit Mastercard bezahlen	9902	i would like to pay with master card	i would like to pay with mastercard	correct	correct	ST1	A
ST1-9903	Sag: Ich möchte mit Euros bezahlen	9903	i would like to pay with euros	i would like to pay with euros	correct	correct	ST1	A
ST1-9904	Frag: Gibt es ein Fitnessstudio?	9904	is there a gym	is there a gym	correct	correct	ST1	A
ST1-9905	Frag: Wo ist das Fitnessstudio?	9905	where's the gym	where is the gym	correct	correct	ST1	A
ST1-9906	Sag: Das WC ist dreckig	9906	the toilet is dirty	the toilet is dirty	correct	correct	ST1	A
ST1-9907	Frag: Haarföhn	9907	can you give me a hairdryer	can you give me a hairdryer	correct	correct	ST1	A
ST1-9908	Frag: Wo kann ich einen Haarföhn kaufen?	9908	where can i buy a hairdryer	where can i buy a hairdryer	correct	correct	ST1	A
ST1-9909	Frag: Zimmer für 4 Nächte	9909	a room for four nights	a room for four nights	correct	correct	ST1	A
ST1-9910	Frag: Doppelzimmer	9910	a double room	a double room	correct	correct	ST1	A
ST1-9911	Sag: Ich möchte mit Kreditkarte bezahlen	9911	i would like to pay by credit card	i would like to pay by credit card	correct	correct	ST1	A
ST1-9912	Frag: Gibt es ein Schwimmbad?	9912	is there a pool	is there a pool	correct	correct	ST1	A
ST1-9913	Frag: Wo ist das Schwimmbad?	9913	where's the pool	where is the pool	correct	correct	ST1	A
ST1-9914	Sag: Das WC ist dreckig	9914	the toilet is dirty	the toilet is dirty	correct	correct	ST1	A
ST1-9915	Frag: Wo ist der Haarföhn?	9915	where is a hairdryer	where is a hairdryer	correct	correct	ST1	A
ST1-9916	Frag: Wo kann ich einen Haarföhn kaufen?	9916	where can i buy a hairdryer	where can i buy a hairdryer	correct	correct	ST1	A
ST1-9917	Frag: Zimmer für 7 Nächte	9917	i would like a room for seven nights	i would like a room for seven nights	correct	correct	ST1	A
ST1-9918	Frag: Doppelzimmer	9918	double room	double room	correct	correct	ST1	A
ST1-9919	Frag: Doppelzimmer	9919	a double room	a double room	correct	correct	ST1	A
ST1-9920	Sag: Ich möchte mit Kreditkarte bezahlen	9920	i would like to buy with a credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-9921	Sag: Ich möchte mit Dollars bezahlen	9921	i would like to buy with dollars	i would like to buy with dollars	incorrect	correct	ST1	A
ST1-9922	Frag: Gibt es ein Fitnessstudio?	9922	have*z do you have a fitness room	have a fitness room	correct	correct	ST1	A
ST1-9923	Frag: Gibt es ein Fitnessstudio?	9923	do you have a fitness room	do you have a fitness room	correct	correct	ST1	A
ST1-9924	Frag: Gibt es ein Fitnessstudio?	9924	do you have a fitness room	do you have a fitness room	correct	correct	ST1	A
ST1-9925	Frag: Zimmer für 7 Nächte	9925	i would like a room for seven nights	i would like a room for seven nights	correct	correct	ST1	A
ST1-9927	Sag: Ich möchte mit Kreditkarte bezahlen	9927	i would like to buy with the credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-9928	Frag: Gibt es eine Hotelbar?	9928	bar	bar	incorrect	incorrect	ST1	A
ST1-9930	Frag: Gibt es eine Hotelbar?	9930	is there a hotel*z bar	is there a hotel bar	correct	correct	ST1	A
ST1-9931	Frag: Wo ist die Hotelbar?	9931	who is the hotel bar	who is the hotel bar	incorrect	incorrect	ST1	A
ST1-9932	Frag: Wo ist die Hotelbar?	9932	where is the hotel*z bar	where is the hotel bar	correct	correct	ST1	A
ST1-9933	Sag: Mein WC ist dreckig	9933	my toilet is dirty	my toilet is dirty	correct	correct	ST1	A
ST1-9935	Sag: Im Zimmer hat es kein Shampoo	9935	my room don't have shampoo	my room don't have shampoo	incorrect	correct	ST1	A
ST1-9936	Sag: Im Zimmer hat es kein Shampoo	9936	my room has no shampoo	my room has no shampoo	correct	correct	ST1	A
ST1-9937	Sag: Mir geht es gut	9937	i am good	i am good	correct	correct	ST1	A
ST1-9938	Frag: Sandalen	9938	i would like sandals	i would like sandals	correct	correct	ST1	A
ST1-9940	Frag: rote Sandalen	9940	i would i would like red sandals	i would i would like red sandals	correct	correct	ST1	A
ST1-9941	Frag: rote Sandalen	9941	i want red sandals	i want red sandals	correct	correct	ST1	A
ST1-9942	Frag: Grösse 43	9942	thirty thirty three	thirty three	incorrect	incorrect	ST1	A
ST1-9943	Frag: Grösse 43	9943	forty-three	forty-three	correct	correct	ST1	A
ST1-9944	Frag: ein Hemd	9944	i want a shirt	i want a shirt	correct	correct	ST1	A
ST1-9945	Frag: ein violettes Hemd	9945	i want a purple shirt	i want a purple shirt	correct	correct	ST1	A
ST1-9947	Frag: eine L	9947	large	large	correct	correct	ST1	A
ST1-9948	Sag: Dies ist zu weit	9948	far	far	incorrect	incorrect	ST1	A
ST1-9949	Sag: Dies ist zu weit	9949	this is too far	this is too far	incorrect	incorrect	ST1	A
ST1-9950	Sag: Dies ist zu weit	9950	this is this is too far	this is too far	incorrect	incorrect	ST1	A
ST1-9952	Sag du möchtest nicht: dieses Hemd	9952	i don't want this shirt	i don't want this shirt	correct	correct	ST1	A
ST1-9953	Sag du möchtest nicht: dieses Hemd	9953	i don't want this shirt	i don't want this shirt	correct	correct	ST1	A
ST1-9954	Sag, dass du es nicht möchtest	9954	i want this	i want this	incorrect	incorrect	ST1	A
ST1-9957	Frag: ein Wasser mit Kohlensäure	9957	i would like a water with carbonated	i would like a water with carbonated	incorrect	correct	ST1	A
ST1-9958	Frag: ein Wasser mit Kohlensäure	9958	i would like a water with carbonator	i would like a water with carbonated	incorrect	correct	ST1	A
ST1-9959	Frag: ein Wasser mit Kohlensäure	9959	i would like a water with carbonated	i would like a water with carbonated	incorrect	correct	ST1	A
ST1-9960	Frag: den Sonntagsbraten	9960	i would like the sunday roast	i would like the sunday roast	correct	correct	ST1	A
ST1-9961	Frag: meinen Sonntagsbraten medium	9961	i would like the su*a sunday roast medium	i would like the sunday roast medium medium	correct	correct	ST1	A
ST1-9962	Frag: etwas Knoblauchbrot	9962	i would like some garlic*z bread	i would like some garlic bread	correct	correct	ST1	A
ST1-9963	Frag: Ich möchte die Dessertkarte	9963	i would like the dessert menu	i would like the dessert menu	correct	correct	ST1	A
ST1-9964	Frag: Custard Tart	9964	i would like the custard*z tart	i would like the custard tart	correct	correct	ST1	A
ST1-9965	Frag: Custard Tart	9965	i want the custard tart	i want the custard tart	correct	correct	ST1	A
ST1-9966	Frag: Ich möchte die Rechnung	9966	i would like the bill	i would like the bill	correct	correct	ST1	A
ST1-9967	Sag: Ich möchte mit Visa bezahlen	9967	i would like to buy with visa	i would like to buy with visa	incorrect	correct	ST1	A
ST1-9968	Sag: Ich möchte mit Visa bezahlen	9968	i want to pay with visa	i want to pay with visa	correct	correct	ST1	A
ST1-9969	Sag: Ich habe keine Reservation	9969	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9970	Sag: Ich habe keine Reservation	9970	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9971	Sag: Ich habe keine Reservation	9971	i have no reservation	i have no reservation	correct	correct	ST1	A
ST1-9974	Sag: Ich habe keine Reservation	9974	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-9975	Sag: Ich habe keine Reservation	9975	i have no reservation	i have no reservation	correct	correct	ST1	A
ST1-9977	Sag: Ich habe keine Reservation	9977	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-9978	Frag: Zimmer für 2 Nächte	9978	a room for two nights	a room for two nights	correct	correct	ST1	A
ST1-9979	Frag: Zimmer für 2 Nächte	9979	do you have a room for two nights	do you have a room for two nights	correct	correct	ST1	A
ST1-9980	Frag: Doppelzimmer	9980	do you have a double room	do you have a double room	correct	correct	ST1	A
ST1-9981	Sag: Ich möchte mit Postkarte bezahlen	9981	i would like to buy*z with the postcard	i would like to buy with the post card	incorrect	correct	ST1	A
ST1-9982	Sag: Ich möchte mit Postkarte bezahlen	9982	i would like to buy*z with post card	i would like to buy with post card	incorrect	correct	ST1	A
ST1-9983	Frag: Gibt es eine Hotelbar?	9983	do you have a hotel*z bar	do you have a hotel bar	correct	correct	ST1	A
ST1-9984	Frag: Wo ist die Hotelbar?	9984	where is the hotel*z bar	where is the hotel bar	correct	correct	ST1	A
ST1-9985	Sag: Das Badezimmer ist dreckig	9985	my bedroom*z is dirty	my bathroom is dirty	incorrect	incorrect	ST1	A
ST1-9986	Frag: Wo ist der Haarföhn?	9986	where is the hairdryer	where is the hairdryer	correct	correct	ST1	A
ST1-9987	Sag: Ich habe keine Reservation	9987	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-9988	Frag: Zimmer für 5 Nächte	9988	do you have a room for this night	do you have a room for this night	incorrect	incorrect	ST1	A
ST1-9989	Frag: Einzelzimmer	9989	you have single room	you have single room	incorrect	correct	ST1	A
ST1-9990	Frag: Einzelzimmer	9990	do you have a single room	do you have a single room	correct	correct	ST1	A
ST1-9991	Sag: Ich möchte mit Kreditkarte bezahlen	9991	i would like to buy with the credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-9992	Frag: Gibt es einen Coiffeur?	9992	there is a coiffeur*v	where is the hotel bar	incorrect	incorrect	ST1	A
ST1-9993	Frag: Gibt es einen Coiffeur?	9993	do you have a coiffeur*v	do you have a bar	incorrect	correct	ST1	A
ST1-9994	Frag: Gibt es einen Coiffeur?	9994	do you have a coiffeur*v	do you have a four	incorrect	correct	ST1	A
ST1-9995	Frag: ein Ticket nach London	9995	have a ticket to london	have a ticket to london	incorrect	correct	ST1	A
ST1-9996	Sag: Ich möchte am Sonntagabend abreisen	9996	i want to leave on sunday evening	i want to leave on sunday evening	correct	correct	ST1	A
ST1-9997	Sag: Ich heisse Nick	9997	my name is nick	my name is nick	correct	correct	ST1	A
ST1-9998	Sag: Ich bin aus Amerika	9998	i am from america	i am from america	correct	correct	ST1	A
ST1-9999	Sag: Ich habe keine Reservation	9999	yes i have a reservation	yes i have a reservation	incorrect	incorrect	ST1	A
ST1-10000	Sag: Ich habe keine Reservation	10000	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-10001	Sag: Ich habe keine Reservation	10001	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-10002	Frag: Zimmer für 4 Nächte	10002	i would like a room for four nights	i would like a room for four nights	correct	correct	ST1	A
ST1-10003	Frag: Einzelzimmer	10003	do you have a single room	do you have a single room	correct	correct	ST1	A
ST1-10004	Frag: Einzelzimmer	10004	do you have a single room	do you have a single room	correct	correct	ST1	A
ST1-10005	Sag: Ich möchte mit Visa bezahlen	10005	i would like to buy*z with visa	i would like to buy with visa	incorrect	correct	ST1	A
ST1-10006	Frag: Gibt es eine Hotelbar?	10006	there a hotel*z bar	there a hotel bar	incorrect	correct	ST1	A
ST1-10007	Frag: Gibt es eine Hotelbar?	10007	is there a hotel*z bar	is there a hotel bar	correct	correct	ST1	A
ST1-10008	Frag: Wo ist die Hotelbar?	10008	where is the hotel bar	where is the hotel bar	correct	correct	ST1	A
ST1-10009	Sag: Das Zimmer ist dreckig	10009	my room is dirty	my room is dirty	correct	correct	ST1	A
ST1-10010	Sag: Das Zimmer ist dreckig	10010	my room is dirty	my room is dirty	correct	correct	ST1	A
ST1-10011	Sag: Das Zimmer ist dreckig	10011	the room is dirty	the room is dirty	correct	correct	ST1	A
ST1-10012	Frag: Haarföhn	10012	have a hairdryer	have a hairdryer	incorrect	correct	ST1	A
ST1-10013	Sag: Ich habe keine Reservation	10013	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-10014	Frag: Zimmer für 5 Nächte	10014	do you have a room for five nights	do you have a room for five nights	correct	correct	ST1	A
ST1-10015	Frag: Junior Suite	10015	do you have a junior*z suite	do you have a junior suite	correct	correct	ST1	A
ST1-10016	Sag: Ich möchte mit Kreditkarte bezahlen	10016	i would like to buy with the credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-10017	Sag: Ich möchte mit Dollars bezahlen	10017	i would like to buy with dollars	i would like to buy with dollars	incorrect	correct	ST1	A
ST1-10018	Frag: Gibt es ein Fitnessstudio?	10018	there a fitness studio	there a fitness studio	incorrect	correct	ST1	A
ST1-10019	Frag: Gibt es ein Fitnessstudio?	10019	have fitness studio	have fitness studio	incorrect	correct	ST1	A
ST1-10022	Frag: ein Ticket nach London	10022	do you have a ticket to london	do you have a ticket to london	correct	correct	ST1	A
ST1-10023	Frag: ein Ticket nach London	10023	a ticket to london please	a ticket to london please	correct	correct	ST1	A
ST1-10024	Sag: Ich möchte am Mittwoch abreisen	10024	i want to leave on wednesday	i want to leave on wednesday	correct	correct	ST1	A
ST1-10025	Sag: Ich heisse Jack	10025	my name is jack	my name is jack	correct	correct	ST1	A
ST1-10026	Sag: Ich bin aus Portugal	10026	i am from portugal*z	i am from portugal	correct	correct	ST1	A
ST1-10027	Frag: Zimmer für 6 Nächte	10027	do you have a room for six nights	do you have a room for six nights	correct	correct	ST1	A
ST1-10028	Frag: Twinzimmer	10028	do you have a twin*z room	do you have a twin room	correct	correct	ST1	A
ST1-10029	Frag: Twinzimmer	10029	a twin*z room please	a twin room please	correct	correct	ST1	A
ST1-10030	Sag: Ich möchte mit Visa bezahlen	10030	i would like to buy with visa	i would like to buy with visa	incorrect	correct	ST1	A
ST1-10031	Sag: Ich möchte mit Schweizer Franken bezahlen	10031	i would like to buy with swiss francs	i would like to buy with swiss francs	incorrect	correct	ST1	A
ST1-10033	Frag: Wo ist die Hotelbar?	10033	where is the hotel bar	where is the hotel bar	correct	correct	ST1	A
ST1-10034	Frag: Wo ist das Naturhistorische Museum?	10034	where*z is the history natury*z museum	where is the history museum	incorrect	incorrect	ST1	A
ST1-10035	Frag: Wo ist das Naturhistorische Museum?	10035	i am looking for the natural*z histo*a history museum	i am looking for the natural history museum	correct	correct	ST1	A
ST1-10036	Frag: Wo ist die Oxford Street?	10036	where is the oxford*z street	where is the oxford street	incorrect	correct	ST1	A
ST1-10037	Frag: Wo ist die Oxford Street?	10037	where is the oxford*z street	where is the oxford street	incorrect	correct	ST1	A
ST1-10038	Frag: Wo ist die Oxford Street?	10038	where is oxfo*z oxford street	where is the oxford street	correct	correct	ST1	A
ST1-10039	Frag: Welcher Bus fährt dorthin?	10039	bus goes there	bus goes there	incorrect	incorrect	ST1	A
ST1-10040	Frag: Welcher Bus fährt dorthin?	10040	which bus goes there	which bus goes there	correct	correct	ST1	A
ST1-10041	Sag: Marble Arch ist gegenüber dem Hyde Park	10041	marble*z arch is outside hyde park	marble arch is outside hyde park	incorrect	incorrect	ST1	A
ST1-10042	Sag: Marble Arch ist gegenüber dem Hyde Park	10042	marble* ar*a gegenüber*v hyde*z park	marble arch is hyde park	incorrect	incorrect	ST1	A
ST1-10043	Sag: Marble Arch ist gegenüber dem Hyde Park	10043	marble*z arch is outside hyde park	marble arch is outside hyde park	incorrect	incorrect	ST1	A
ST1-10044	Frag: Zimmer für 5 Nächte	10044	do you have a room for five nights	do you have a room for five nights	correct	correct	ST1	A
ST1-10045	Frag: Junior Suite	10045	do you have a junior suite	do you have a junior suite	correct	correct	ST1	A
ST1-10046	Sag: Ich möchte mit Kreditkarte bezahlen	10046	i would like to buy with the credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-10047	Frag: Gibt es einen Coiffeur?	10047	there is a coiffeur*v	where is the grocery store	incorrect	incorrect	ST1	A
ST1-10049	Frag: Wo ist der Coiffeur?	10049	where is the coiffeur*v	where is the <unk>	incorrect	incorrect	ST1	A
ST1-10050	Frag: Wo ist der Coiffeur?	10050	where is the coiffeur*v	where is the tower	incorrect	incorrect	ST1	A
ST1-10051	Frag: 1 Musical-Ticket	10051	do you have one musical ticket	do you have one musical ticket	correct	correct	ST1	A
ST1-10052	Frag: ein Ticket für Montagabend	10052	do have a ticket for monday evening	do you have a ticket for monday evening	incorrect	correct	ST1	A
ST1-10053	Frag: ein Ticket für Mamma Mia	10053	have a ticket for mamma mia	have a ticket for mamma mia	incorrect	correct	ST1	A
ST1-10054	Frag: ein Ticket für Mamma Mia	10054	do you have a ticket for mamma mia	do you have a ticket for mamma mia	correct	correct	ST1	A
ST1-10055	Sag: Ich möchte in der zweiten Reihe sitzen	10055	i want to sit in the second row	i want to sit in the second row	correct	correct	ST1	A
ST1-10056	Frag: Tickets für das British Museum	10056	you*z have a ticket for the british museum	have a ticket for the british museum	incorrect	incorrect	ST1	A
ST1-10057	Frag: 2 Tickets	10057	do you have two tickets	do you have two tickets	correct	correct	ST1	A
ST1-10059	Frag: 3 Musical-Tickets	10059	do you have three tickets for the musical	do you have three tickets for the musical	correct	correct	ST1	A
ST1-10060	Frag: 3 Musical-Tickets	10060	i would like three musical tickets	i would like three musical tickets	correct	correct	ST1	A
ST1-10061	Frag: ein Ticket für Freitagabend	10061	do you have a ticket for friday evening	do you have a ticket for friday evening	correct	correct	ST1	A
ST1-10062	Frag: ein Ticket für Freitagabend	10062	i would like to go on friday evening	i would like to go on friday evening	correct	correct	ST1	A
ST1-10063	Frag: ein Ticket für Freitagabend	10063	do you have a ticket for friday evening	do you have a ticket for friday evening	correct	correct	ST1	A
ST1-10065	Sag: Ich möchte in der zweiten Reihe sitzen	10065	i want to sit in the second row*z	i want to sit in the second row	correct	correct	ST1	A
ST1-10066	Frag: Tickets für das Naturhistorische Museum	10066	do you have a ticket for the natural history museum*z	do you have a ticket for the natural history museum	correct	correct	ST1	A
ST1-10067	Frag: Tickets für das Naturhistorische Museum	10067	do you have a ticket for the natural history museum	do you have a ticket for the natural history museum	correct	correct	ST1	A
ST1-10068	Frag: 4 Tickets	10068	do you have four tickets	do you have four tickets	correct	correct	ST1	A
ST1-10069	Sag: Ich habe keine Reservation	10069	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-10070	Frag: Zimmer für 5 Nächte	10070	do you have a room for five nights	do you have a room for five nights	correct	correct	ST1	A
ST1-10071	Frag: Einzelzimmer	10071	a single room	a single room	correct	correct	ST1	A
ST1-10072	Frag: Einzelzimmer	10072	do you have a single room	do you have a single room	correct	correct	ST1	A
ST1-10073	Sag: Ich möchte mit Postkarte bezahlen	10073	i would like to buy*z with the post card	i would like to buy with the post card	incorrect	correct	ST1	A
ST1-10074	Frag: Gibt es ein Hotelrestaurant?	10074	is there a hotel*z restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-10075	Frag: Wo ist das Hotelrestaurant?	10075	where is the hotel restaurant	where is the hotel restaurant	correct	correct	ST1	A
ST1-10076	Frag: 4 Musical-Tickets	10076	do you have four tickets for the musical	do you have four tickets for the musical	correct	correct	ST1	A
ST1-10077	Frag: 4 Musical-Tickets	10077	have four tickets for the musical	i have four tickets for the musical	incorrect	correct	ST1	A
ST1-10078	Frag: 4 Musical-Tickets	10078	do you have four tickets for the musical	do you have four tickets for the musical	correct	correct	ST1	A
ST1-10079	Frag: ein Ticket für Montagabend	10079	do you have a ticket for monday evening	do you have a ticket for monday evening	correct	correct	ST1	A
ST1-10080	Frag: 4 Tickets für Starlight Express	10080	do you have four tickets for starlight express	do you have four tickets for starlight express	correct	correct	ST1	A
ST1-10081	Sag: Ich möchte in der fünften Reihe sitzen	10081	i want to sit in the rift in the fifth row*z	i want to sit in the risk in the fifth row	incorrect	incorrect	ST1	A
ST1-10083	Frag: 4 Tickets	10083	do you have four tickets	do you have four tickets	correct	correct	ST1	A
ST1-10084	Frag: 3 Musical-Tickets	10084	do you have three ticket for the musical	do you have three tickets for the musical	correct	correct	ST1	A
ST1-10087	Frag: ein Ticket für morgen Abend	10087	have a ticket for morning evening	have a ticket for morning evening	incorrect	incorrect	ST1	A
ST1-10089	Frag: 3 Tickets für Wicked	10089	do you have three tickets for wicked	do you have three tickets for wicked	correct	correct	ST1	A
ST1-10091	Sag: Ich möchte in der vierten Reihe sitzen	10091	i want to sit in the fourth*z row	i want to sit in the fourth row	correct	correct	ST1	A
ST1-10092	Frag: Tickets für das British Museum	10092	do you have tickets for the british museum	do you have tickets for the british museum	correct	correct	ST1	A
ST1-10093	Frag: 3 Tickets	10093	do you have three tickets	do you have three tickets	correct	correct	ST1	A
ST1-10094	Frag: 3 Tickets	10094	three tickets please	three tickets please	correct	correct	ST1	A
ST1-10095	Frag: 3 Tickets	10095	do you have three tickets please	do you have three tickets please	correct	correct	ST1	A
ST1-10096	Sag: Ich habe keine Reservation	10096	no i don't have a reservation	no i don't have a reservation	correct	correct	ST1	A
ST1-10097	Frag: Zimmer für 6 Nächte	10097	do you have a room for six nights	do you have a room for six nights	correct	correct	ST1	A
ST1-10098	Frag: Suite	10098	do you have a suite	do you have a suite	correct	correct	ST1	A
ST1-10099	Sag: Ich möchte mit Kreditkarte bezahlen	10099	i would like to buy with the credit card	i would like to buy with the credit card	incorrect	correct	ST1	A
ST1-10101	Frag: Wo ist der Coiffeur?	10101	where is the coiffeur*v	where is the tower	incorrect	incorrect	ST1	A
ST1-10102	Frag: einen Orangensaft	10102	i would like a orange juice	i would like a orange juice	incorrect	correct	ST1	A
ST1-10103	Frag: ein Steak	10103	i would like a steak*v	i would like a tea	incorrect	incorrect	ST1	A
ST1-10104	Frag: ein Steak	10104	i would like the steak	i would like the steak	correct	correct	ST1	A
ST1-10105	Frag: mein Steak rare	10105	i would like my steak rare	i would like my steak rare	correct	correct	ST1	A
ST1-10106	Frag: Karroten	10106	i would like the carrots	i would like the carrots	correct	correct	ST1	A
ST1-10107	Frag: Ich möchte die Dessertkarte	10107	i would like dessert card	i would like dessert card	incorrect	correct	ST1	A
ST1-10108	Frag: Ich möchte die Dessertkarte	10108	i would like the dessert card	i would like the dessert card	incorrect	correct	ST1	A
ST1-10111	Frag: ein Wasser mit Kohlensäure	10111	i would like a sparkling water	i would like a sparkling water	correct	correct	ST1	A
ST1-10112	Frag: ein Steak	10112	i would like the steak*z	i would like the steak	incorrect	correct	ST1	A
ST1-10113	Frag: ein Steak	10113	i would like the steak	i would like the steak	correct	correct	ST1	A
ST1-10115	Frag: Gibt es einen Lift?	10115	is there an elevator	is there an elevator	correct	correct	ST1	A
ST1-10116	Frag: Wo ist der Lift?	10116	where is the elevator	where is the elevator	correct	correct	ST1	A
ST1-10117	Sag: Ich habe keine Reservation	10117	i have a reservation	i have a reservation	incorrect	incorrect	ST1	A
ST1-10118	Sag: Ich habe keine Reservation	10118	i don't have a reservation	i don't have a reservation	correct	correct	ST1	A
ST1-10119	Sag: Ich habe keine Reservation	10119	i do not have a reservation	i do not have a reservation	correct	correct	ST1	A
